gene_symbol,meanTumor,meanControl,pvalue,log2FC
DHDDS,5.417731036,5.535469121,0.215358799,-0.117738086
RPL17P9,0,0.041039123,0.422649731,-0.041039123
HMGN2,9.695265711,9.860254829,0.031853062,-0.164989118
RPS6KA1,5.190768559,5.492431414,0.093527096,-0.301662855
MIR1976,0,0,1,0
RN7SL679P,0,0,1,0
LOC101928728,0.573409582,0.295630774,0.314128816,0.277778808
ARID1A,7.539581834,7.532262104,0.893593469,0.00731973
PIGV,3.302851316,3.585488358,0.436394533,-0.282637042
RN7SL165P,0,0,1,0
ZDHHC18,5.877394984,5.960041094,0.169113774,-0.08264611
SFN,1.605835105,3.687848447,0.003182968,-2.082013342
GPN2,5.298057468,5.329158808,0.756038908,-0.03110134
GPATCH3,3.935412481,4.182329274,0.113675168,-0.246916793
NUDC,7.547946044,7.776458056,0.030279425,-0.228512012
NR0B2,0,0,1,0
KDF1,0.071772693,0,0.422649731,0.071772693
RPL32P6,0,0,1,0
TRNP1,4.416740136,4.092824458,0.018599094,0.323915678
TENT5B,3.970834549,3.613193568,0.094694326,0.357640981
SLC9A1,5.999681813,6.226178357,0.001724658,-0.226496544
RPL18AP5,0,0,1,0
NPM1P39,0.88892852,1.048573708,0.494657504,-0.159645188
WDTC1,6.512692093,6.645082638,0.050153111,-0.132390546
TMEM222,5.304565532,5.437695652,0.171712088,-0.13313012
RNU6-48P,0,0,1,0
SYTL1,1.348013796,1.712616863,0.136478491,-0.364603067
MAP3K6,5.458294248,5.323397086,0.187722793,0.134897163
FCN3,0,0,1,0
CD164L2,0.073585397,0.073717122,0.998828711,-0.000131725
GPR3,0.854018269,1.412447241,0.072792057,-0.558428973
WASF2,8.144333622,8.23752219,0.074591426,-0.093188568
AHDC1,5.867061526,6.114758165,0.102038222,-0.247696639
FGR,0,0.041039123,0.422649731,-0.041039123
LINC02574,0,0.06327605,0.422649731,-0.06327605
IFI6,6.213727304,7.069523128,0.259420834,-0.855795824
RNU6-949P,0,0,1,0
CHMP1AP1,0,0,1,0
RNU6-424P,0,0,1,0
FAM76A,3.727400865,3.490724457,0.283811713,0.236676409
STX12,5.531190092,5.101565752,0.011475409,0.42962434
RNU6-1245P,0,0,1,0
PPP1R8,6.043786595,6.051512559,0.917833756,-0.007725963
SCARNA1,0.110128423,0.134350685,0.806290672,-0.024222262
THEMIS2,2.844367741,3.33403071,0.009356553,-0.489662969
RPA2,6.483937348,6.610665976,0.163743214,-0.126728628
SMPDL3B,1.733930726,2.07003192,0.037547783,-0.336101194
XKR8,3.099182055,3.546337585,0.139134882,-0.44715553
EYA3,5.739332764,5.841728704,0.032984387,-0.10239594
RN7SL559P,0.037224089,0.184977619,0.273800231,-0.14775353
RNU6-176P,0,0,1,0
PTAFR,0.695590834,0.583035169,0.677840116,0.112555665
DNAJC8,7.428597368,7.327558687,0.220948114,0.101038681
ATP5IF1,4.150162032,4.494762477,0.144566987,-0.344600445
SESN2,2.310668097,2.60088852,0.17577049,-0.290220423
MED18,1.259871392,1.851124831,0.088301242,-0.591253439
PHACTR4,6.375851628,6.319474689,0.334867324,0.05637694
RNU6ATAC27P,0,0.09204316,0.422649731,-0.09204316
RCC1,6.956324642,6.917428079,0.560956973,0.038896564
SNHG3,4.791596583,4.537637641,0.07025298,0.253958942
SNORA73A,0,0,1,0
SNORA73B,0.309434858,0.351934058,0.876098262,-0.0424992
TRNAU1AP,4.550062927,4.652504966,0.215165569,-0.102442038
SNHG12,2.667121286,3.076333344,0.137699192,-0.409212058
SNORD99,0.278001739,0.242776358,0.877384493,0.035225381
SNORA61,0,0,1,0
SNORA44,0,0,1,0
SNORA16A,0,0,1,0
TAF12,4.423505297,4.611580552,0.092732294,-0.188075255
RAB42,1.951429109,2.080598733,0.649632336,-0.129169624
TAF12-DT,0.0381988,0.451670715,0.20705673,-0.413471914
RNU11,0,0,1,0
GMEB1,4.594353853,4.493004451,0.293473955,0.101349402
YTHDF2,6.456298463,6.324233277,0.075804885,0.132065186
OPRD1,0.037224089,0.032677999,0.931356158,0.00454609
EPB41,5.851845919,5.917587861,0.264587137,-0.065741943
RPL27P4,0.24143301,0.383263665,0.631266657,-0.141830655
TMEM200B,4.93134526,4.98054883,0.209904906,-0.049203569
SRSF4,7.011930564,7.020824761,0.783371721,-0.008894198
MECR,4.192506677,4.380007803,0.077352264,-0.187501127
PTPRU,2.933721542,4.236425271,0.015636736,-1.302703728
LINC01756,0,0,1,0
LINC01648,0,0,1,0
MATN1,0.110128423,0.214028223,0.32522997,-0.1038998
MATN1-AS1,0.282067986,0.036849188,0.043011191,0.245218797
LAPTM5,0,0.581715839,0.109852123,-0.581715839
MIR4420,0,0,1,0
LINC01778,0.312608514,0.470567091,0.599648282,-0.157958577
RN7SKP91,0,0,1,0
SDC3,5.190089919,5.460021861,0.024025246,-0.269931942
RN7SL371P,0,0,1,0
PUM1,7.246814162,7.137652196,0.190725654,0.109161966
LOC107985097,0,0,1,0
NKAIN1,0.434600465,0.50023999,0.41744178,-0.065639525
SNRNP40,6.326391598,6.438827124,0.338615239,-0.112435526
ZCCHC17,5.684014183,5.782861464,0.208957223,-0.098847281
FABP3,0.183190476,0.639110182,0.22141613,-0.455919707
SERINC2,2.661953439,3.231722848,0.050474764,-0.569769408
LOC441880,0,0.032677999,0.422649731,-0.032677999
RNU6-40P,0,0,1,0
LDC1P,0,0,1,0
TINAGL1,5.71309268,5.94254395,0.108262132,-0.229451271
HCRTR1,0.275781089,0.032677999,0.158696096,0.24310309
PEF1,6.283984275,6.3200172,0.591221187,-0.036032925
COL16A1,3.755902458,4.421571897,0.100459651,-0.665669439
ADGRB2,5.114922699,5.439233128,0.105687998,-0.324310429
MIR4254,0.037832386,0.041039123,0.956958428,-0.003206737
SPOCD1,3.2060698,3.732771996,0.014165003,-0.526702196
PTP4A2,8.207038326,7.968313222,0.004932532,0.238725104
KHDRBS1,8.348903838,8.249888185,0.046955882,0.099015653
TMEM39B,4.504165188,4.560228555,0.615554497,-0.056063367
MIR5585,0,0,1,0
KPNA6,7.470149805,7.603324471,0.109532317,-0.133174667
TXLNA,7.667291099,7.759340906,0.024839355,-0.092049807
CCDC28B,3.326545059,3.308463585,0.942739506,0.018081474
IQCC,3.461938686,3.557952663,0.503898743,-0.096013976
DCDC2B,0.071772693,0,0.422649731,0.071772693
TMEM234,3.03501659,3.276636929,0.181869417,-0.241620338
EIF3I,7.976831888,8.227729887,0.010926734,-0.250898
FAM167B,0.813497676,1.004146333,0.320781179,-0.190648657
LCK,0,0.078849742,0.422649731,-0.078849742
HDAC1,7.631224366,7.90208076,0.002744412,-0.270856394
MARCKSL1,6.520292643,6.444534601,0.336420782,0.075758042
TSSK3,0.076031186,0.222211398,0.321550126,-0.146180212
FAM229A,2.494543822,2.649370597,0.386418872,-0.154826775
BSDC1,6.295093737,6.483786682,0.139273601,-0.188692945
RN7SL122P,0,0,1,0
ZBTB8B,0.759483654,0.835983994,0.756855783,-0.07650034
ZBTB8A,3.221219952,2.602848264,0.022453081,0.618371688
ZBTB8OS,4.238824974,4.581596351,0.158829809,-0.342771376
RBBP4,8.228894405,8.119358477,0.002670735,0.109535929
SYNC,5.020365474,4.521877511,0.03166688,0.498487963
KIAA1522,7.247946678,7.44190604,0.009838328,-0.193959363
YARS1,7.269973624,7.416040392,0.016032436,-0.146066768
S100PBP,5.295212758,5.065162571,0.022685007,0.230050187
FNDC5,0.663423441,0.90548602,0.227245793,-0.242062579
HPCA,0.695478973,1.388328768,0.003290393,-0.692849795
TMEM54,4.826500132,5.442773039,0.022128219,-0.616272907
RNF19B,4.719121993,4.744661161,0.714949216,-0.025539167
RPL18AP4,0,0,1,0
AK2,7.785412786,7.670442277,0.11590351,0.114970509
AZIN2,2.527473748,3.236984732,0.069102715,-0.709510985
TRIM62,3.985462764,3.959944947,0.875462862,0.025517817
ZNF362,4.727664214,4.614959583,0.400884526,0.112704631
A3GALT2,0,0.071074635,0.422649731,-0.071074635
PHC2,6.708449213,7.047625446,0.019687801,-0.339176233
MIR3605,0.303628265,0.326969718,0.943814902,-0.023341453
RN7SKP16,0.487066424,0.385861857,0.70585678,0.101204567
PHC2-AS1,0,0,1,0
TLR12P,0,0.032677999,0.422649731,-0.032677999
ZSCAN20,3.484146774,3.437207689,0.804023796,0.046939085
LOC100422287,0,0,1,0
CSMD2,2.720441769,3.753034447,0.010529905,-1.032592678
HSPD1P14,0,0,1,0
HMGB4,0,0,1,0
CSMD2-AS1,0,0,1,0
RNA5SP42,0,0,1,0
C1orf94,0,0,1,0
LOC100420336,0,0,1,0
MIR552,0,0,1,0
SMIM12,5.235049251,5.26956567,0.581953937,-0.034516419
GJB5,0,0,1,0
GJB4,0,0,1,0
GJB3,0.105591426,0.390245768,0.170859491,-0.284654342
GJA4,0,0,1,0
DLGAP3,0.246996038,0.62596349,0.233770372,-0.378967453
GPR199P,0.173421537,0.182602376,0.948677722,-0.009180838
TMEM35B,0,0,1,0
ZMYM6,3.359683423,2.929936878,0.030274542,0.429746545
RPL12P45,0,0,1,0
ZMYM1,5.427576999,4.653904075,0.007909077,0.773672924
LOC105378644,0,0.103025264,0.422649731,-0.103025264
SFPQ,8.780749132,8.58497626,0.008813591,0.195772871
ZMYM4,7.025149207,6.895614764,0.119832296,0.129534442
RN7SL503P,0,0,1,0
RPL5P4,0.21667404,0.104315174,0.242071581,0.112358867
ZMYM4-AS1,0,0,1,0
KIAA0319L,6.310987942,6.605274206,0.015556388,-0.294286264
NCDN,5.56624134,5.550216666,0.900060625,0.016024674
TFAP2E,0.619510668,0.571760906,0.853835811,0.047749761
PSMB2,7.632102237,7.662121969,0.086924698,-0.030019732
C1orf216,5.288355664,5.15662356,0.110587092,0.131732104
CLSPN,7.086436772,7.276772797,0.049611934,-0.190336026
AGO4,4.514298255,4.645563078,0.260255635,-0.131264824
AGO1,6.878151866,7.014798219,0.186410258,-0.136646353
AGO3,5.294651778,5.047137119,0.156923185,0.247514659
TEKT2,0.109605079,0.502953153,0.080736554,-0.393348074
ADPRS,5.326391505,5.590796524,0.022681717,-0.264405019
COL8A2,3.557328257,4.061490017,0.003965328,-0.50416176
TRAPPC3,6.03334828,5.984990335,0.284937179,0.048357944
MAP7D1,8.049746269,8.378951549,0.005032383,-0.32920528
RN7SL131P,0,0,1,0
THRAP3,8.129207094,8.188118545,0.0953003,-0.05891145
UBE2V2P4,0,0,1,0
SH3D21,4.687012938,4.986618208,0.187483937,-0.29960527
EVA1B,3.332834714,3.741422658,0.057801198,-0.408587944
STK40,5.448056711,5.545823314,0.306495756,-0.097766603
LSM10,4.18534872,4.592273297,0.041550726,-0.406924577
RNU4-27P,0,0,1,0
OSCP1,2.390480311,2.565337223,0.017728472,-0.174856912
SNORA63C,0,0,1,0
MRPS15,6.114156649,6.2952276,0.065252612,-0.181070952
CSF3R,0,0,1,0
FTLP18,0,0,1,0
GRIK3,0,0,1,0
MIR4255,0,0,1,0
RNU6-636P,0,0,1,0
RNA5SP43,0,0,1,0
RPS29P6,0,0,1,0
ZC3H12A-DT,1.572902023,1.761131175,0.381948922,-0.188229152
ZC3H12A,4.243326716,4.892107062,0.000410985,-0.648780345
MIR6732,0,0,1,0
MEAF6,5.758501597,5.611604179,0.120454581,0.146897419
MIR5581,0.147803879,0.294268966,0.294019671,-0.146465088
SNIP1,4.990996064,4.843644719,0.027565467,0.147351344
DNALI1,2.084383246,2.672790378,0.069824479,-0.588407132
GNL2,6.824911803,6.741057856,0.201249803,0.083853947
RSPO1,0.300588049,0.251102032,0.836968501,0.049486017
C1orf109,4.585235153,4.650857712,0.484252062,-0.065622559
CDCA8,6.784453195,6.868360458,0.080592896,-0.083907263
EPHA10,0.106545617,0.071074635,0.797447751,0.035470983
MANEAL,3.420156958,3.344504705,0.341466813,0.075652252
YRDC,3.771142965,3.868915718,0.464774243,-0.097772752
C1orf122,4.158814938,4.83238855,0.004434022,-0.673573612
MTF1,5.845402368,5.868433396,0.782424847,-0.023031027
RPS2P13,0,0,1,0
INPP5B,4.424617692,4.645053244,0.214117785,-0.220435552
RNU6-584P,0,0,1,0
SF3A3,7.43020229,7.459656909,0.376830768,-0.029454619
FHL3,3.812399314,4.226343604,0.018936937,-0.41394429
UTP11,5.891292233,5.75607087,0.104075961,0.135221363
POU3F1,0.105591426,0,0.422649731,0.105591426
MIR3659,0,0,1,0
LINC01343,0,0,1,0
TUBB6P1,0,0,1,0
RNU6-753P,0,0,1,0
HSPA5P1,0.105591426,0.350805772,0.325408029,-0.245214346
RRAGC,4.40530335,3.905336036,0.130403152,0.499967315
LOC105378663,0.508096461,0.727672317,0.536662727,-0.219575857
MYCBP,4.627228143,4.342737605,0.042001934,0.284490538
GJA9,0,0,1,0
RHBDL2,2.013080895,2.189559953,0.171232427,-0.176479058
RNU6-605P,0,0,1,0
AKIRIN1,6.38113805,5.821809711,0.004496246,0.559328339
NDUFS5,6.940798085,7.301480455,0.012683967,-0.36068237
MACF1,9.227554318,9.474610255,0.050465015,-0.247055937
RNU6-608P,0,0,1,0
RNA5SP44,0,0,1,0
BMP8A,0.137390959,0.041039123,0.561556085,0.096351836
OXCT2P1,0.037224089,0.177165605,0.514629077,-0.139941516
PPIEL,1.885736066,2.227287745,0.203014143,-0.34155168
PABPC4,7.776544267,7.74426594,0.174111584,0.032278327
SNORA55,0.394333132,0.358686614,0.866988229,0.035646518
HEYL,0.148641872,0.473399194,0.231084006,-0.324757322
NT5C1A,0,0.150752172,0.272968375,-0.150752172
HPCAL4,0.480362388,0.430955047,0.797445146,0.049407341
PPIE,5.687870404,5.89753452,0.022567446,-0.209664116
RNU7-121P,0,0,1,0
BMP8B,2.269490495,1.956846096,0.138037147,0.312644399
OXCT2,0.545744363,0.31151629,0.162958841,0.234228073
LOC101929536,0.071772693,0,0.422649731,0.071772693
TRIT1,4.734838929,4.642538267,0.387719779,0.092300662
MYCL,2.527397469,2.616436027,0.668213021,-0.089038558
MYCL-AS1,0,0.032677999,0.422649731,-0.032677999
MFSD2A,3.671845172,3.936578612,0.11919114,-0.26473344
CAP1,8.904349976,8.887769016,0.63245029,0.01658096
PPT1,7.551511994,7.474649886,0.224883568,0.076862108
RLF,6.314783612,5.879476225,0.004761413,0.435307388
RNU6-1237P,0,0.041039123,0.422649731,-0.041039123
TMCO2,0,0,1,0
ZMPSTE24,6.761313403,6.012762475,0.014909604,0.748550928
COL9A2,0.897199493,1.922376003,0.000999935,-1.02517651
RPL21P20,0.037832386,0,0.422649731,0.037832386
SMAP2,5.203291065,5.182392131,0.76086765,0.020898935
ZFP69B,2.183056795,1.84914302,0.296665366,0.333913775
ZFP69,2.66774483,2.520201786,0.152495101,0.147543044
EXO5,4.637009186,4.644476102,0.912961765,-0.007466916
ZNF684,2.684212184,2.218626077,0.156159594,0.465586107
GTF2F2P2,0,0,1,0
RIMS3,2.752757653,2.188234058,0.079698466,0.564523596
NFYC,5.243068969,5.383703667,0.121225145,-0.140634698
MIR30E,0,0,1,0
MIR30C1,0,0.071074635,0.422649731,-0.071074635
KCNQ4,0.526159283,0.52856995,0.993926579,-0.002410667
RN7SL326P,0,0,1,0
CITED4,1.066494892,1.114230132,0.887876739,-0.04773524
LOC100128362,0,0,1,0
CTPS1,6.52916917,6.606618455,0.164702957,-0.077449285
SLFNL1-AS1,0.73736714,0.895207482,0.594148693,-0.157840342
SLFNL1,0.037224089,0.11056631,0.183764836,-0.073342222
SCMH1,5.145894446,5.418623436,0.001072788,-0.272728991
SCMH1-DT,0,0.078849742,0.422649731,-0.078849742
FOXO6,0,0.077888311,0.184682254,-0.077888311
FOXO6-AS1,0,0,1,0
RNA5SP45,0,0,1,0
EDN2,0.109605079,0.283170746,0.370863173,-0.173565667
HIVEP3,4.04820473,4.322038416,0.208278947,-0.273833686
LOC100418723,0,0,1,0
GUCA2B,0,0,1,0
GUCA2A,0,0.032677999,0.422649731,-0.032677999
FOXJ3,6.50555944,6.257525013,0.02400636,0.248034427
RIMKLA,2.045468628,2.25894891,0.307270532,-0.213480282
RPS15AP8,0,0,1,0
ZMYND12,0.075056475,0.134350685,0.496495946,-0.05929421
PPCS,5.048265207,4.861534777,0.022366638,0.18673043
CCDC30,1.18412983,0.725730054,0.148806879,0.458399776
RPS3AP11,0,0,1,0
RNU6-536P,0,0,1,0
PPIH,5.689051931,5.951195902,0.047806944,-0.26214397
YBX1,9.723407865,9.720591256,0.946447495,0.002816608
CLDN19,0,0,1,0
P3H1,6.378961416,6.724021567,0.008663729,-0.345060151
C1orf50,2.618241479,2.536027786,0.511244656,0.082213693
TMEM269,0.265706246,0.069527187,0.362973697,0.196179059
SVBP,3.552709943,3.948382205,0.029442783,-0.395672262
ERMAP,3.777345466,3.909422001,0.470298996,-0.132076535
ZNF691,2.837007952,3.025292532,0.434073722,-0.18828458
SLC2A1,6.978741267,7.168103243,0.029391378,-0.189361976
ATP6V0CP4,0,0.078849742,0.422649731,-0.078849742
SLC2A1-DT,0.432449522,0.377457098,0.695423286,0.054992424
RNU6-880P,0,0.036849188,0.422649731,-0.036849188
FAM183A,0.137390959,0,0.422649731,0.137390959
EBNA1BP2,7.068273545,7.166461051,0.240719694,-0.098187505
MIR6733,0,0,1,0
CFAP57,0.959517008,1.08486007,0.696169122,-0.125343062
RNA5SP46,0,0,1,0
TMEM125,0,0.133082283,0.237578737,-0.133082283
C1orf210,0,0,1,0
TIE1,0.888309969,3.35025084,0.000349558,-2.461940871
MPL,0,0.11569893,0.232509063,-0.11569893
CDC20,7.843543708,8.037500515,0.066070277,-0.193956807
ELOVL1,6.563846505,6.73290762,0.007610967,-0.169061115
MIR6734,0,0,1,0
MED8,5.549219556,5.644678579,0.347868237,-0.095459023
SZT2,5.502669077,5.890598599,0.001143122,-0.387929522
SZT2-AS1,0.676828606,1.000280408,0.152780567,-0.323451802
MIR6735,0,0,1,0
HYI,5.2625192,5.450043282,0.203351667,-0.187524082
PTPRF,9.164128372,9.319647419,0.029881514,-0.155519047
KDM4A,5.512229588,5.682343227,0.010725105,-0.170113639
ST3GAL3,1.56106011,2.161485217,0.046866648,-0.600425108
ST3GAL3-AS1,0,0,1,0
MIR6079,0,0,1,0
ARTN,0.415042868,0.65668133,0.472285959,-0.241638462
IPO13,5.085631792,5.300818265,0.065487955,-0.215186473
DPH2,5.32144733,5.503424701,0.150227247,-0.181977371
ATP6V0B,5.786106089,6.077055926,0.021085376,-0.290949838
B4GALT2,5.93091891,6.387097541,0.007894287,-0.456178631
CCDC24,3.101611809,3.055725124,0.833610361,0.045886685
SLC6A9,4.567330019,4.612705182,0.786164747,-0.045375163
KRT8P47,0.075056475,0.036849188,0.507829968,0.038207287
RN7SL479P,0,0,1,0
KLF17,0.746831996,0.453831036,0.466422496,0.29300096
KLF18,0,0,1,0
OOSP1P1,0,0,1,0
LOC100130714,0.071772693,0,0.422649731,0.071772693
DMAP1,5.240750081,5.409024017,0.244672285,-0.168273936
ERI3,5.96780112,5.958076896,0.927996063,0.009724223
ERI3-IT1,0.334324407,0.295630774,0.827049744,0.038693632
RNU6-369P,0,0,1,0
RNF220,6.203862555,6.458182219,0.041991717,-0.254319664
MIR5584,0,0,1,0
TMEM53,2.805813631,2.80921278,0.988087817,-0.003399149
ARMH1,0.146489731,0.246699066,0.465656687,-0.100209335
RNU5F-1,0,0,1,0
RNU5D-1,0,0,1,0
KIF2C,7.598852867,7.778919625,0.01544898,-0.180066758
RPS8,9.61320252,9.787752282,0.011490638,-0.174549762
SNORD55,0,0,1,0
SNORD46,0.037224089,0.265501857,0.166093604,-0.228277768
SNORD38A,0,0,1,0
SNORD38B,0,0,1,0
RPS15AP11,0.037224089,0,0.422649731,0.037224089
BEST4,0.109605079,0.144791757,0.654234403,-0.035186678
PLK3,2.7081528,3.231814859,0.050500587,-0.523662058
DYNLT4,0,0,1,0
BTBD19,2.842558961,3.227499754,0.038871342,-0.384940793
PTCH2,0.643904891,0.754963874,0.559932698,-0.111058983
RNU5E-6P,0,0,1,0
EIF2B3,4.671140134,4.846339848,0.157139975,-0.175199714
RNA5SP47,0,0,1,0
HECTD3,5.800449993,5.98212659,0.095697575,-0.181676596
UROD,6.335109257,6.533519902,0.019610402,-0.198410645
ZSWIM5,0.219580492,0.339053307,0.692892703,-0.119472815
LINC01144,0.075056475,0.462393874,0.158592529,-0.387337399
HPDL,1.218580259,1.211282049,0.98277186,0.00729821
MUTYH,2.812150749,3.058082225,0.083474549,-0.245931477
TOE1,4.6903238,4.720195334,0.765649257,-0.029871534
TESK2,3.199980184,3.446735503,0.075770816,-0.246755319
PPIAP36,0,0,1,0
CCDC163,2.137350322,2.175471469,0.758673985,-0.038121148
MMACHC,4.241462933,4.178226813,0.590023384,0.06323612
PRDX1,9.066476525,9.177215898,0.017815559,-0.110739373
AKR1A1,5.822942375,5.935562714,0.320766587,-0.112620339
NASP,8.227125905,8.313375637,0.340542568,-0.086249732
CCDC17,0.683452136,0.613592871,0.75609275,0.069859265
GPBP1L1,6.741124496,6.489821216,0.006649077,0.251303279
RPL7AP16,0.435352896,0.748670929,0.260215165,-0.313318033
TMEM69,4.94140766,4.852314863,0.538255359,0.089092797
IPP,4.042655185,3.760056797,0.086519899,0.282598388
RPL6P1,0.037832386,0,0.422649731,0.037832386
MAST2,6.84032455,7.143707937,0.007704483,-0.303383387
PIK3R3,3.820942327,3.794473185,0.661078018,0.026469141
P3R3URF-PIK3R3,0,0,1,0
LOC101929626,0,0.032677999,0.422649731,-0.032677999
TSPAN1,0.30088492,0.170892902,0.475413386,0.129992018
P3R3URF,0,0,1,0
POMGNT1,5.819267226,6.182844508,0.023188368,-0.363577282
LURAP1,0.892932306,1.396780031,0.04214078,-0.503847726
RAD54L,5.865511409,6.103000292,0.052046011,-0.237488883
LRRC41,5.895032765,5.868110909,0.434966057,0.026921856
UQCRH,6.601016608,6.677117712,0.141114208,-0.076101104
NSUN4,5.209778378,5.211385299,0.969578273,-0.00160692
FAAH,0.262371472,0.745917571,0.20755672,-0.4835461
LINC01398,0,0,1,0
DMBX1,0,0,1,0
TMEM275,0,0,1,0
MKNK1-AS1,0.073585397,0,0.422649731,0.073585397
KNCN,0,0,1,0
MKNK1,4.883454551,5.026197722,0.293089793,-0.142743171
MOB3C,4.054007801,4.236753921,0.206806603,-0.182746119
ATPAF1,6.024878098,6.101822143,0.166365567,-0.076944045
NENFP1,0,0,1,0
TEX38,0,0.032677999,0.422649731,-0.032677999
EFCAB14-AS1,0,0,1,0
EFCAB14,7.427772456,7.253511931,0.005049207,0.174260525
CYP4B1,0,0,1,0
CYP4Z2P,0,0,1,0
TUBAP8,0,0,1,0
CYP4A11,0,0,1,0
CYP4A43P,0,0,1,0
CYP4A27P,0,0,1,0
CYP4A44P,0,0,1,0
CYP4X1,0,0,1,0
CYP4Z1,0,0,1,0
TUBAP9,0,0,1,0
CYP4A22,0,0,1,0
MTND1P34,0,0,1,0
LINC00853,0.147803879,0,0.048410313,0.147803879
PDZK1IP1,0.65464397,0.420915099,0.318774511,0.233728871
TAL1,0,0.09204316,0.422649731,-0.09204316
STIL,6.396005578,6.28810249,0.281033158,0.107903088
CMPK1,7.387110329,6.620529553,5.40E-05,0.766580776
FOXE3,0.21542254,0.100125239,0.220736574,0.115297302
FOXD2-AS1,1.783571228,1.904840269,0.578987797,-0.121269042
FOXD2,1.044711829,1.038561409,0.981785814,0.00615042
RPL21P24,0,0,1,0
ATP6V0E1P4,0,0,1,0
LINC01738,0,0,1,0
TRABD2B,0.65906136,0.856824311,0.376641422,-0.197762952
SLC5A9,0,0,1,0
SPATA6,0.986765683,0.869391484,0.755651646,0.1173742
PPP1R8P1,0,0,1,0
RNU6-723P,0,0,1,0
RNU4-61P,0,0,1,0
RPL21P25,0,0,1,0
AGBL4,0,0,1,0
BEND5,0.111103134,0.278087612,0.531129165,-0.166984477
AGBL4-AS1,0,0,1,0
AGBL4-IT1,0,0,1,0
MTND2P29,0,0,1,0
ELAVL4,0,0,1,0
LINC02808,0,0,1,0
RPS2P11,0,0,1,0
DMRTA2,0,0,1,0
LOC105378714,0,0,1,0
FAF1,6.551415684,6.628236644,0.089313898,-0.07682096
RNU6-1026P,0,0,1,0
CDKN2C,5.989704528,6.054585794,0.481001643,-0.064881266
MIR4421,0,0,1,0
MIR6500,0,0,1,0
C1orf185,0,0,1,0
LINC01562,0.075056475,0.06327605,0.882217513,0.011780425
RNF11,7.359933011,6.4887353,0.00197739,0.871197711
RPS2P8,0.111417783,0.032677999,0.352327304,0.078739784
TTC39A,0.172410314,0.707578331,0.03606611,-0.535168017
TTC39A-AS1,0,0,1,0
EPS15,6.514906352,6.177015407,0.012601089,0.337890945
RNU6-877P,0,0,1,0
RNU6-1281P,0,0,1,0
OSBPL9,7.114512566,7.0002306,0.078658972,0.114281966
GAPDHP51,0,0,1,0
SLC25A6P3,0.072904334,0,0.422649731,0.072904334
NRDC,7.94237829,7.786165028,0.001600233,0.156213262
LOC105378721,0.85388589,1.132909939,0.166144507,-0.27902405
MIR761,0,0,1,0
RAB3B,7.931568228,7.913592951,0.831597314,0.017975276
RNA5SP48,0,0,1,0
RN7SL290P,0,0,1,0
TXNDC12,6.558927821,6.459601217,0.173975115,0.099326604
KTI12,3.545992929,3.758512334,0.291909765,-0.212519404
TXNDC12-AS1,0,0,1,0
BTF3L4,6.342951996,5.817455291,0.006216076,0.525496705
ZFYVE9,5.81296276,5.86038316,0.589908928,-0.0474204
RN7SL788P,0,0.041039123,0.422649731,-0.041039123
PDCL3P6,0,0.100125239,0.210538743,-0.100125239
RPL9P12,0,0,1,0
CC2D1B,5.377060197,5.312263408,0.032196473,0.064796789
